Shipping ID,Ship Mode,Courier,Order Date,Delivered Date,Delivery Timing,"City, State and Postal code"
CA-2023-1175526,Standard Class,HomeLaju,2023-05-06,2023-05-26,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-117632,Standard Class,HomeLaju,2023-05-23,2023-06-12,On time,George Town-Penang-10200
CA-2023-1178928,Standard Class,Parcel Express,2023-05-16,2023-06-15,Late,Johor Bahru-Johor-80000
CA-2023-117947,Standard Class,Parcel Express,2023-05-06,2023-06-05,Late,Kota Kinabalu-Sabah-88000
CA-2023-117947,Standard Class,Parcel Express,2023-05-04,2023-05-24,On time,Kuching-Sarawak-93000
CA-2023-118003,Standard Class,Hero Van,2023-05-20,2023-06-09,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1180581,Standard Class,Hero Van,2023-05-24,2023-06-23,Late,George Town-Penang-10200
CA-2023-1181711,Standard Class,HomeLaju,2023-05-10,2023-06-09,Late,Johor Bahru-Johor-80000
CA-2023-1181872,Standard Class,Hero Van,2023-05-24,2023-06-23,Late,Kota Kinabalu-Sabah-88000
CA-2023-118213,Standard Class,Parcel Express,2023-05-27,2023-06-26,Late,Kuching-Sarawak-93000
CA-2023-1182292,Second Class,Parcel Express,2023-05-24,2023-06-23,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-11827,Standard Class,Hero Van,2023-05-11,2023-05-21,Early,George Town-Penang-10200
CA-2023-1184100,Standard Class,Parcel Express,2023-05-24,2023-06-03,Early,Johor Bahru-Johor-80000
CA-2023-118521,Standard Class,HomeLaju,2023-05-14,2023-06-13,Late,Kota Kinabalu-Sabah-88000
CA-2023-118773,Standard Class,Parcel Express,2023-05-20,2023-06-19,Late,Kuching-Sarawak-93000
CA-2023-1189759,First Class,Parcel Express,2023-05-17,2023-05-27,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1190798,First Class,Parcel Express,2023-05-16,2023-06-05,On time,George Town-Penang-10200
CA-2023-1191085,First Class,HomeLaju,2023-05-10,2023-06-09,Late,Johor Bahru-Johor-80000
CA-2023-1191233,Standard Class,HomeLaju,2023-05-15,2023-06-14,Late,Kota Kinabalu-Sabah-88000
CA-2023-1191610,Standard Class,Parcel Express,2023-05-26,2023-06-15,On time,Kuching-Sarawak-93000
CA-2023-1191653,Standard Class,HomeLaju,2023-05-27,2023-06-26,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1193617,Standard Class,HomeLaju,2023-05-02,2023-05-22,On time,George Town-Penang-10200
CA-2023-119494,Standard Class,HomeLaju,2023-05-01,2023-05-21,On time,Johor Bahru-Johor-80000
CA-2023-1195298,Standard Class,Parcel Express,2023-05-02,2023-05-22,On time,Kota Kinabalu-Sabah-88000
CA-2023-119746,Standard Class,Parcel Express,2023-05-09,2023-05-19,Early,Kuching-Sarawak-93000
CA-2023-1200436,Standard Class,Hero Van,2023-05-14,2023-05-24,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1200472,Standard Class,HomeLaju,2023-05-21,2023-05-31,Early,George Town-Penang-10200
CA-2023-1201212,First Class,Hero Van,2023-05-15,2023-05-25,Early,Johor Bahru-Johor-80000
CA-2023-1201467,First Class,Hero Van,2023-05-15,2023-06-04,On time,Kota Kinabalu-Sabah-88000
CA-2023-1202600,First Class,Hero Van,2023-05-19,2023-05-29,Early,Kuching-Sarawak-93000
CA-2023-1203582,Standard Class,HomeLaju,2023-05-12,2023-06-01,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-120404,Standard Class,HomeLaju,2023-05-09,2023-06-08,Late,George Town-Penang-10200
CA-2023-1204448,Standard Class,HomeLaju,2023-05-20,2023-05-30,Early,Johor Bahru-Johor-80000
CA-2023-1204501,Standard Class,Parcel Express,2023-05-02,2023-06-01,Late,Kota Kinabalu-Sabah-88000
CA-2023-1204656,Standard Class,Hero Van,2023-05-23,2023-06-02,Early,Kuching-Sarawak-93000
CA-2023-1205113,Standard Class,Parcel Express,2023-05-11,2023-06-10,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1205901,Second Class,Hero Van,2023-05-21,2023-06-10,On time,George Town-Penang-10200
CA-2023-1208228,Standard Class,Parcel Express,2023-05-08,2023-05-18,Early,Johor Bahru-Johor-80000
CA-2023-1209088,Second Class,Parcel Express,2023-05-27,2023-06-16,On time,Kota Kinabalu-Sabah-88000
CA-2023-1209109,Second Class,Hero Van,2023-05-26,2023-06-05,Early,Kuching-Sarawak-93000
CA-2023-121048,Standard Class,HomeLaju,2023-05-03,2023-05-13,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-121160,Second Class,HomeLaju,2023-05-17,2023-06-06,On time,George Town-Penang-10200
CA-2023-1212621,Standard Class,HomeLaju,2023-05-04,2023-05-14,Early,Johor Bahru-Johor-80000
CA-2023-121300,Standard Class,Hero Van,2023-05-05,2023-05-15,Early,Kota Kinabalu-Sabah-88000
CA-2023-1213825,Standard Class,Parcel Express,2023-05-23,2023-06-12,On time,Kuching-Sarawak-93000
CA-2023-1215236,First Class,Parcel Express,2023-05-01,2023-05-21,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1215700,First Class,HomeLaju,2023-05-07,2023-05-27,On time,George Town-Penang-10200
CA-2023-1218238,Standard Class,Hero Van,2023-05-20,2023-05-30,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-12189,Standard Class,Hero Van,2023-05-03,2023-05-23,On time,Kota Kinabalu-Sabah-88000
CA-2023-1219578,Standard Class,HomeLaju,2023-05-19,2023-06-08,On time,Kota Kinabalu-Sabah-88000
CA-2023-1221517,Standard Class,Parcel Express,2023-05-19,2023-06-08,On time,Kuching-Sarawak-93000
CA-2023-122280,Standard Class,Hero Van,2023-05-23,2023-06-12,On time,Kuching-Sarawak-93000
CA-2023-1224286,Standard Class,Parcel Express,2023-05-05,2023-05-25,On time,Kuching-Sarawak-93000
CA-2023-1224456,Standard Class,Hero Van,2023-05-16,2023-06-05,On time,George Town-Penang-10200
CA-2023-122700,Standard Class,Parcel Express,2023-05-03,2023-05-13,Early,George Town-Penang-10200
CA-2023-122735,Standard Class,Hero Van,2023-05-08,2023-06-07,Late,Johor Bahru-Johor-80000
CA-2023-122770,Standard Class,Hero Van,2023-05-07,2023-05-27,On time,Johor Bahru-Johor-80000
CA-2023-1227946,Second Class,Parcel Express,2023-05-16,2023-06-15,Late,Johor Bahru-Johor-80000
CA-2023-1229121,Second Class,HomeLaju,2023-05-20,2023-05-30,Early,Johor Bahru-Johor-80000
CA-2023-1229472,Second Class,Parcel Express,2023-05-18,2023-06-07,On time,Johor Bahru-Johor-80000
CA-2023-122987,Second Class,HomeLaju,2023-05-03,2023-06-02,Late,Kota Kinabalu-Sabah-88000
CA-2023-123001,Second Class,Parcel Express,2023-05-21,2023-06-10,On time,Kota Kinabalu-Sabah-88000
CA-2023-12303,Second Class,HomeLaju,2023-05-11,2023-05-31,On time,Kota Kinabalu-Sabah-88000
CA-2023-123049,Second Class,HomeLaju,2023-05-02,2023-06-01,Late,Kota Kinabalu-Sabah-88000
CA-2023-123077,Second Class,Parcel Express,2023-05-02,2023-05-22,On time,Kota Kinabalu-Sabah-88000
CA-2023-123246,Standard Class,HomeLaju,2023-05-08,2023-05-18,Early,Kuching-Sarawak-93000
CA-2023-123491,Standard Class,HomeLaju,2023-05-08,2023-05-18,Early,Kuching-Sarawak-93000
CA-2023-123624,Standard Class,HomeLaju,2023-05-16,2023-05-26,Early,Johor Bahru-Johor-80000
CA-2023-1236909,Standard Class,Parcel Express,2023-05-13,2023-06-02,On time,Johor Bahru-Johor-80000
CA-2023-1238255,Standard Class,HomeLaju,2023-05-22,2023-06-01,Early,Johor Bahru-Johor-80000
CA-2023-1238520,Standard Class,Parcel Express,2023-05-14,2023-06-13,Late,Kota Kinabalu-Sabah-88000
CA-2023-1239703,Standard Class,Parcel Express,2023-05-26,2023-06-25,Late,Kota Kinabalu-Sabah-88000
CA-2023-124311,Standard Class,Hero Van,2023-05-05,2023-05-25,On time,Kota Kinabalu-Sabah-88000
CA-2023-1244274,Standard Class,Hero Van,2023-05-01,2023-05-21,On time,Kuching-Sarawak-93000
CA-2023-1244623,Standard Class,Hero Van,2023-05-13,2023-06-02,On time,Kuching-Sarawak-93000
CA-2023-1245009,Standard Class,Parcel Express,2023-05-03,2023-06-02,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1247656,Standard Class,Hero Van,2023-05-15,2023-05-25,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1250111,Standard Class,Parcel Express,2023-05-22,2023-06-11,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-125037,Standard Class,HomeLaju,2023-05-01,2023-05-31,Late,Johor Bahru-Johor-80000
CA-2023-1251714,Standard Class,HomeLaju,2023-05-01,2023-05-21,On time,Johor Bahru-Johor-80000
CA-2023-1252131,Standard Class,Hero Van,2023-05-16,2023-05-26,Early,Kota Kinabalu-Sabah-88000
CA-2023-1252290,Standard Class,Parcel Express,2023-05-27,2023-06-16,On time,Kota Kinabalu-Sabah-88000
CA-2023-125269,Standard Class,HomeLaju,2023-05-16,2023-06-05,On time,Kota Kinabalu-Sabah-88000
CA-2023-1252774,Second Class,Parcel Express,2023-05-26,2023-06-25,Late,Kuching-Sarawak-93000
CA-2023-125312,Second Class,Parcel Express,2023-05-16,2023-06-05,On time,Kuching-Sarawak-93000
CA-2023-1253334,First Class,Hero Van,2023-05-23,2023-06-02,Early,George Town-Penang-10200
CA-2023-125362,First Class,Hero Van,2023-05-26,2023-06-15,On time,George Town-Penang-10200
CA-2023-125451,Standard Class,HomeLaju,2023-05-23,2023-06-22,Late,Johor Bahru-Johor-80000
CA-2023-1256097,Standard Class,Parcel Express,2023-05-09,2023-05-19,Early,Johor Bahru-Johor-80000
CA-2023-1258449,Standard Class,Hero Van,2023-05-15,2023-06-14,Late,Johor Bahru-Johor-80000
CA-2023-125990,Standard Class,Hero Van,2023-05-13,2023-06-02,On time,Johor Bahru-Johor-80000
CA-2023-126067,Standard Class,Parcel Express,2023-05-28,2023-06-07,Early,Johor Bahru-Johor-80000
CA-2023-1262596,First Class,HomeLaju,2023-05-27,2023-06-16,On time,Kuching-Sarawak-93000
CA-2023-1263179,First Class,Hero Van,2023-05-08,2023-05-28,On time,Kuching-Sarawak-93000
CA-2023-126354,Standard Class,Hero Van,2023-05-14,2023-06-03,On time,Johor Bahru-Johor-80000
CA-2023-1265376,Standard Class,Parcel Express,2023-05-24,2023-06-23,Late,Johor Bahru-Johor-80000
CA-2023-1265937,Standard Class,Hero Van,2023-05-01,2023-05-11,Early,Kota Kinabalu-Sabah-88000
CA-2023-1265990,Standard Class,Parcel Express,2023-05-24,2023-06-13,On time,Kota Kinabalu-Sabah-88000
CA-2023-1267794,Standard Class,Hero Van,2023-05-28,2023-06-07,Early,Kota Kinabalu-Sabah-88000
CA-2023-1270164,Standard Class,Parcel Express,2023-05-11,2023-06-10,Late,Kuching-Sarawak-93000
CA-2023-127096,Standard Class,Parcel Express,2023-05-01,2023-05-11,Early,Kuching-Sarawak-93000
CA-2023-127211,Standard Class,Parcel Express,2023-05-18,2023-06-07,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1272512,Standard Class,HomeLaju,2023-05-08,2023-05-18,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1274117,Standard Class,HomeLaju,2023-05-16,2023-06-15,Late,Johor Bahru-Johor-80000
CA-2023-127516,Standard Class,Parcel Express,2023-05-21,2023-05-31,Early,Johor Bahru-Johor-80000
CA-2023-1276169,Standard Class,Hero Van,2023-05-10,2023-06-09,Late,Johor Bahru-Johor-80000
CA-2023-1276619,Standard Class,HomeLaju,2023-05-10,2023-06-09,Late,Kota Kinabalu-Sabah-88000
CA-2023-127782,Standard Class,Hero Van,2023-05-15,2023-05-25,Early,Kota Kinabalu-Sabah-88000
CA-2023-1277914,First Class,Parcel Express,2023-05-09,2023-05-29,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1279314,First Class,Parcel Express,2023-05-21,2023-06-10,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1280130,First Class,HomeLaju,2023-05-02,2023-05-12,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1282340,First Class,Hero Van,2023-05-07,2023-05-27,On time,George Town-Penang-10200
CA-2023-128370,First Class,Parcel Express,2023-05-19,2023-05-29,Early,George Town-Penang-10200
CA-2023-1284729,First Class,Parcel Express,2023-05-05,2023-05-25,On time,George Town-Penang-10200
CA-2023-1286301,First Class,HomeLaju,2023-05-08,2023-05-18,Early,Kuching-Sarawak-93000
CA-2023-1287451,First Class,Parcel Express,2023-05-10,2023-05-20,Early,Kuching-Sarawak-93000
CA-2023-128755,First Class,Parcel Express,2023-05-27,2023-06-26,Late,Kuching-Sarawak-93000
CA-2023-1289143,Standard Class,Parcel Express,2023-05-02,2023-05-22,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-129021,Standard Class,Parcel Express,2023-05-04,2023-05-14,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1290875,Standard Class,HomeLaju,2023-05-08,2023-06-07,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1291628,Standard Class,HomeLaju,2023-05-08,2023-05-28,On time,George Town-Penang-10200
CA-2023-1291706,Standard Class,HomeLaju,2023-05-12,2023-05-22,Early,George Town-Penang-10200
CA-2023-1292943,Standard Class,HomeLaju,2023-05-02,2023-06-01,Late,George Town-Penang-10200
CA-2023-1294447,Standard Class,Parcel Express,2023-05-15,2023-06-14,Late,Johor Bahru-Johor-80000
CA-2023-1295221,Standard Class,HomeLaju,2023-05-03,2023-05-13,Early,Johor Bahru-Johor-80000
CA-2023-1297383,Standard Class,HomeLaju,2023-05-22,2023-06-11,On time,Johor Bahru-Johor-80000
CA-2023-1299480,First Class,Hero Van,2023-05-10,2023-06-09,Late,Kuching-Sarawak-93000
CA-2023-1300409,First Class,Parcel Express,2023-05-18,2023-05-28,Early,Kuching-Sarawak-93000
CA-2023-1301227,First Class,Parcel Express,2023-05-28,2023-06-17,On time,Kuching-Sarawak-93000
CA-2023-130270,Second Class,HomeLaju,2023-05-23,2023-06-12,On time,George Town-Penang-10200
CA-2023-1304093,Second Class,Parcel Express,2023-05-04,2023-05-24,On time,George Town-Penang-10200
CA-2023-1305905,Second Class,Parcel Express,2023-05-27,2023-06-16,On time,George Town-Penang-10200
CA-2023-130715,Standard Class,Parcel Express,2023-05-19,2023-06-08,On time,Kota Kinabalu-Sabah-88000
CA-2023-1308647,Standard Class,Hero Van,2023-05-04,2023-05-24,On time,Kota Kinabalu-Sabah-88000
CA-2023-1308754,Standard Class,Hero Van,2023-05-02,2023-06-01,Late,Kota Kinabalu-Sabah-88000
CA-2023-1309262,Standard Class,Parcel Express,2023-05-25,2023-06-04,Early,Kuching-Sarawak-93000
CA-2023-1310673,Standard Class,Hero Van,2023-05-24,2023-06-03,Early,Kuching-Sarawak-93000
CA-2023-1312197,Second Class,Parcel Express,2023-05-25,2023-06-24,Late,Kota Kinabalu-Sabah-88000
CA-2023-131282,Second Class,Hero Van,2023-05-18,2023-06-07,On time,Kota Kinabalu-Sabah-88000
CA-2023-1315521,Second Class,Parcel Express,2023-05-25,2023-06-14,On time,Kota Kinabalu-Sabah-88000
CA-2023-1316653,First Class,Parcel Express,2023-05-24,2023-06-13,On time,Kuching-Sarawak-93000
CA-2023-1316963,First Class,HomeLaju,2023-05-06,2023-06-05,Late,Kuching-Sarawak-93000
CA-2023-1317349,Standard Class,Parcel Express,2023-05-20,2023-06-19,Late,Johor Bahru-Johor-80000
CA-2023-1317449,Standard Class,Parcel Express,2023-05-05,2023-06-04,Late,Johor Bahru-Johor-80000
CA-2023-131828,Standard Class,Hero Van,2023-05-20,2023-05-30,Early,Kota Kinabalu-Sabah-88000
CA-2023-131872,Standard Class,Parcel Express,2023-05-23,2023-06-12,On time,Kota Kinabalu-Sabah-88000
CA-2023-1320376,Standard Class,Hero Van,2023-05-25,2023-06-14,On time,Kota Kinabalu-Sabah-88000
CA-2023-1320669,First Class,Hero Van,2023-05-28,2023-06-27,Late,Kuching-Sarawak-93000
CA-2023-1320762,First Class,Parcel Express,2023-05-09,2023-06-08,Late,Kuching-Sarawak-93000
CA-2023-132199,Second Class,Parcel Express,2023-05-04,2023-05-14,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-132199,Second Class,HomeLaju,2023-05-08,2023-05-18,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1322825,Second Class,Parcel Express,2023-05-07,2023-05-27,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1323183,Standard Class,HomeLaju,2023-05-26,2023-06-15,On time,George Town-Penang-10200
CA-2023-132566,Standard Class,HomeLaju,2023-05-11,2023-06-10,Late,George Town-Penang-10200
CA-2023-1326535,Standard Class,Parcel Express,2023-05-10,2023-05-20,Early,George Town-Penang-10200
CA-2023-132753,Standard Class,Parcel Express,2023-05-01,2023-05-21,On time,George Town-Penang-10200
CA-2023-1328259,Standard Class,Parcel Express,2023-05-28,2023-06-17,On time,George Town-Penang-10200
CA-2023-1328358,Standard Class,Parcel Express,2023-05-06,2023-06-05,Late,George Town-Penang-10200
CA-2023-1328397,Second Class,Hero Van,2023-05-09,2023-06-08,Late,Johor Bahru-Johor-80000
CA-2023-1330040,Second Class,Hero Van,2023-05-26,2023-06-25,Late,Johor Bahru-Johor-80000
CA-2023-1332131,Second Class,Parcel Express,2023-05-22,2023-06-01,Early,Johor Bahru-Johor-80000
CA-2023-1332393,Standard Class,HomeLaju,2023-05-05,2023-05-15,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1333620,Standard Class,Parcel Express,2023-05-01,2023-05-31,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-133635,Second Class,Parcel Express,2023-05-01,2023-05-31,Late,George Town-Penang-10200
CA-2023-1336526,Second Class,Parcel Express,2023-05-19,2023-05-29,Early,George Town-Penang-10200
CA-2023-1336688,Standard Class,HomeLaju,2023-05-06,2023-05-16,Early,Kota Kinabalu-Sabah-88000
CA-2023-1337490,Standard Class,Hero Van,2023-05-02,2023-05-12,Early,Kota Kinabalu-Sabah-88000
CA-2023-1339556,Standard Class,Hero Van,2023-05-14,2023-05-24,Early,Kuching-Sarawak-93000
CA-2023-134194,Standard Class,Parcel Express,2023-05-06,2023-06-05,Late,Kuching-Sarawak-93000
CA-2023-1343423,Standard Class,Parcel Express,2023-05-05,2023-05-15,Early,Johor Bahru-Johor-80000
CA-2023-1345051,Standard Class,HomeLaju,2023-05-27,2023-06-26,Late,Johor Bahru-Johor-80000
CA-2023-1346159,Standard Class,Hero Van,2023-05-18,2023-06-07,On time,Johor Bahru-Johor-80000
CA-2023-1346618,Standard Class,HomeLaju,2023-05-25,2023-06-04,Early,Kota Kinabalu-Sabah-88000
CA-2023-1347241,Standard Class,Hero Van,2023-05-01,2023-05-11,Early,Kota Kinabalu-Sabah-88000
CA-2023-1350343,Standard Class,Parcel Express,2023-05-14,2023-06-03,On time,Kota Kinabalu-Sabah-88000
CA-2023-135122,Standard Class,Parcel Express,2023-05-28,2023-06-07,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-135167,Standard Class,Parcel Express,2023-05-01,2023-05-31,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1351968,Standard Class,HomeLaju,2023-05-16,2023-06-15,Late,George Town-Penang-10200
CA-2023-1352745,Standard Class,Parcel Express,2023-05-17,2023-05-27,Early,George Town-Penang-10200
CA-2023-135279,Standard Class,Hero Van,2023-05-25,2023-06-24,Late,George Town-Penang-10200
CA-2023-1352935,Second Class,HomeLaju,2023-05-23,2023-06-12,On time,Kota Kinabalu-Sabah-88000
CA-2023-1353991,Second Class,HomeLaju,2023-05-19,2023-05-29,Early,Kota Kinabalu-Sabah-88000
CA-2023-1354018,Second Class,HomeLaju,2023-05-22,2023-06-01,Early,Kuching-Sarawak-93000
CA-2023-1354128,Second Class,Hero Van,2023-05-10,2023-05-20,Early,Kuching-Sarawak-93000
CA-2023-1355322,Second Class,Hero Van,2023-05-07,2023-06-06,Late,Kuching-Sarawak-93000
CA-2023-135692,Second Class,Parcel Express,2023-05-03,2023-05-23,On time,George Town-Penang-10200
CA-2023-1357801,Second Class,Parcel Express,2023-05-12,2023-05-22,Early,George Town-Penang-10200
CA-2023-1358726,Second Class,Parcel Express,2023-05-16,2023-05-26,Early,George Town-Penang-10200
CA-2023-1361184,Standard Class,Parcel Express,2023-05-12,2023-05-22,Early,Johor Bahru-Johor-80000
CA-2023-1361215,Standard Class,Hero Van,2023-05-04,2023-06-03,Late,Johor Bahru-Johor-80000
CA-2023-13614,Standard Class,Hero Van,2023-05-04,2023-05-24,On time,Johor Bahru-Johor-80000
CA-2023-1362829,Standard Class,Parcel Express,2023-05-25,2023-06-24,Late,Kota Kinabalu-Sabah-88000
CA-2023-1362881,Standard Class,Parcel Express,2023-05-03,2023-05-13,Early,Kota Kinabalu-Sabah-88000
CA-2023-136511,Standard Class,HomeLaju,2023-05-03,2023-05-23,On time,Kota Kinabalu-Sabah-88000
CA-2023-1366078,First Class,Hero Van,2023-05-25,2023-06-24,Late,Kuching-Sarawak-93000
CA-2023-13664,First Class,HomeLaju,2023-05-06,2023-05-16,Early,Kuching-Sarawak-93000
CA-2023-1366436,First Class,Parcel Express,2023-05-22,2023-06-11,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1367532,First Class,Parcel Express,2023-05-21,2023-06-10,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1367551,First Class,Hero Van,2023-05-09,2023-05-29,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-137022,First Class,Parcel Express,2023-05-13,2023-05-23,Early,Kota Kinabalu-Sabah-88000
CA-2023-1370727,First Class,Parcel Express,2023-05-26,2023-06-15,On time,Kota Kinabalu-Sabah-88000
CA-2023-1370817,First Class,Parcel Express,2023-05-11,2023-05-31,On time,Kota Kinabalu-Sabah-88000
CA-2023-13725,Standard Class,Parcel Express,2023-05-15,2023-05-25,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-137463,Standard Class,Parcel Express,2023-05-21,2023-05-31,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1376155,Second Class,Hero Van,2023-05-11,2023-05-21,Early,Kota Kinabalu-Sabah-88000
CA-2023-1380032,Second Class,HomeLaju,2023-05-24,2023-06-03,Early,Kota Kinabalu-Sabah-88000
CA-2023-138016,Second Class,Parcel Express,2023-05-01,2023-05-11,Early,Kota Kinabalu-Sabah-88000
CA-2023-1380229,Second Class,HomeLaju,2023-05-18,2023-05-28,Early,Kuching-Sarawak-93000
CA-2023-1382600,Second Class,Parcel Express,2023-05-28,2023-06-07,Early,Kuching-Sarawak-93000
CA-2023-1383018,Second Class,Parcel Express,2023-05-04,2023-05-14,Early,Kuching-Sarawak-93000
CA-2023-1384798,Standard Class,Parcel Express,2023-05-22,2023-06-11,On time,Kota Kinabalu-Sabah-88000
CA-2023-1385305,Standard Class,Parcel Express,2023-05-06,2023-05-16,Early,Kota Kinabalu-Sabah-88000
CA-2023-1387835,Standard Class,HomeLaju,2023-05-19,2023-06-08,On time,Kuching-Sarawak-93000
CA-2023-1388476,Standard Class,Hero Van,2023-05-13,2023-06-12,Late,Kuching-Sarawak-93000
CA-2023-1394232,Standard Class,Hero Van,2023-05-12,2023-06-11,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-139493,Standard Class,Hero Van,2023-05-19,2023-06-08,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-139822,Standard Class,Parcel Express,2023-05-05,2023-05-25,On time,George Town-Penang-10200
CA-2023-1398954,Standard Class,Parcel Express,2023-05-11,2023-05-21,Early,George Town-Penang-10200
CA-2023-1399151,Standard Class,Hero Van,2023-05-20,2023-06-09,On time,George Town-Penang-10200
CA-2023-140122,Second Class,Parcel Express,2023-05-05,2023-06-04,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1401466,Second Class,Hero Van,2023-05-07,2023-05-17,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-140242,Standard Class,Parcel Express,2023-05-05,2023-06-04,Late,Johor Bahru-Johor-80000
CA-2023-1404718,Standard Class,Hero Van,2023-05-27,2023-06-26,Late,Johor Bahru-Johor-80000
CA-2023-1406887,Standard Class,Parcel Express,2023-05-15,2023-06-14,Late,Kota Kinabalu-Sabah-88000
CA-2023-1407189,Standard Class,Parcel Express,2023-05-20,2023-06-09,On time,Kota Kinabalu-Sabah-88000
CA-2023-1408821,Standard Class,HomeLaju,2023-05-21,2023-06-10,On time,Kota Kinabalu-Sabah-88000
CA-2023-1409205,Standard Class,HomeLaju,2023-05-07,2023-05-27,On time,Kuching-Sarawak-93000
CA-2023-1409851,Standard Class,Hero Van,2023-05-14,2023-06-03,On time,Kuching-Sarawak-93000
CA-2023-1412447,Standard Class,Hero Van,2023-05-06,2023-05-26,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1413238,Standard Class,HomeLaju,2023-05-08,2023-05-28,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1415288,Standard Class,Parcel Express,2023-05-10,2023-05-30,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1416080,Standard Class,Parcel Express,2023-05-27,2023-06-06,Early,Kuching-Sarawak-93000
CA-2023-1418236,Standard Class,Hero Van,2023-05-05,2023-06-04,Late,Kuching-Sarawak-93000
CA-2023-1418469,First Class,Parcel Express,2023-05-26,2023-06-25,Late,Kuching-Sarawak-93000
CA-2023-1420044,First Class,Hero Van,2023-05-08,2023-05-18,Early,Kuching-Sarawak-93000
CA-2023-1420554,First Class,Parcel Express,2023-05-08,2023-05-28,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1424900,First Class,HomeLaju,2023-05-15,2023-05-25,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1425044,First Class,HomeLaju,2023-05-28,2023-06-07,Early,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1425295,Second Class,Hero Van,2023-05-10,2023-05-20,Early,Johor Bahru-Johor-80000
CA-2023-1426196,Second Class,Hero Van,2023-05-21,2023-06-10,On time,Johor Bahru-Johor-80000
CA-2023-142776,Second Class,Parcel Express,2023-05-13,2023-06-02,On time,Johor Bahru-Johor-80000
CA-2023-1428808,Standard Class,HomeLaju,2023-05-27,2023-06-16,On time,Kuching-Sarawak-93000
CA-2023-1429569,Standard Class,HomeLaju,2023-05-27,2023-06-06,Early,Kuching-Sarawak-93000
CA-2023-1430600,Standard Class,Parcel Express,2023-05-08,2023-05-28,On time,Kuching-Sarawak-93000
CA-2023-1431618,Standard Class,HomeLaju,2023-05-13,2023-06-02,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-143756,Standard Class,HomeLaju,2023-05-05,2023-05-25,On time,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1438671,Standard Class,HomeLaju,2023-05-21,2023-06-20,Late,Kuala Lumpur-Wilayah Persekutuan-50000
CA-2023-1441750,Standard Class,Hero Van,2023-05-26,2023-06-05,Early,Kota Kinabalu-Sabah-88000
CA-2023-1443427,Standard Class,Parcel Express,2023-05-16,2023-06-05,On time,Kota Kinabalu-Sabah-88000
CA-2023-144474,Standard Class,Hero Van,2023-05-16,2023-06-05,On time,Kuching-Sarawak-93000
