Order ID,Order Date,Ship Code,Ship Reference Number,Shipping ID,Payment method,Customer ID,Product Category ID,Sales,Quantity,Discount,Profit
OD0462,2023-05-22,CA-2023,114370,CA-2023-114370,Visa,CS0462,OS003,51.312,3,0.2,18.6006
OD0463,2023-05-13,CA-2023,1144834,CA-2023-1144834,Visa,CS0463,FUR003,23.56,5,0.2,7.068
OD0464,2023-05-20,CA-2023,1145866,CA-2023-1145866,Mastercard,CS0464,FUR004,1272.63,6,0.5,-814.4832
OD0465,2023-05-12,CA-2023,1147219,CA-2023-1147219,Mastercard,CS0465,OS003,28.485,5,0.7,-20.889
OD0466,2023-05-23,CA-2023,1149191,CA-2023-1149191,Visa,CS0466,OS009,185.376,2,0.2,-34.758
OD0467,2023-05-28,CA-2023,1151233,CA-2023-1151233,Visa,CS0467,OS001,78.272,2,0.2,5.8704
OD0468,2023-05-22,CA-2023,1152900,CA-2023-1152900,Visa,CS0468,FUR003,254.744,7,0.6,-312.0614
OD0469,2023-05-11,CA-2023,1153035,CA-2023-1153035,Visa,CS0469,FUR001,205.3328,2,0.32,-36.2352
OD0470,2023-05-27,CA-2023,115427,CA-2023-115427,Visa,CS0470,OS003,4.788,3,0.8,-7.9002
OD0471,2023-05-16,CA-2023,1155084,CA-2023-1155084,Visa,CS0471,OS007,55.48,1,0,26.6304
OD0472,2023-05-15,CA-2023,115602,CA-2023-115602,Visa,CS0472,OS008,340.92,3,0,3.4092
OD0473,2023-05-12,CA-2023,1156908,CA-2023-1156908,Mastercard,CS0473,FUR001,222.666,2,0.15,10.4784
OD0474,2023-05-21,CA-2023,1158452,CA-2023-1158452,Mastercard,CS0474,TEC004,703.968,4,0.2,87.996
OD0475,2023-05-10,CA-2023,115882,CA-2023-115882,Mastercard,CS0475,OS008,92.52,6,0,24.9804
OD0476,2023-05-14,CA-2023,1159005,CA-2023-1159005,Visa,CS0476,OS007,62.65,7,0,28.819
OD0477,2023-05-25,CA-2023,1161176,CA-2023-1161176,Mastercard,CS0477,OS007,94.85,5,0,45.528
OD0478,2023-05-27,CA-2023,1162512,CA-2023-1162512,Visa,CS0478,TEC004,95.76,6,0.2,7.182
OD0479,2023-05-20,CA-2023,1164127,CA-2023-1164127,Visa,CS0479,FUR003,40.2,3,0,19.296
OD0480,2023-05-25,CA-2023,1164286,CA-2023-1164286,Mastercard,CS0480,OS002,14.7,5,0,6.615
OD0481,2023-05-12,CA-2023,1164915,CA-2023-1164915,Visa,CS0481,OS008,704.25,5,0,84.51
OD0482,2023-05-16,CA-2023,1166813,CA-2023-1166813,Visa,CS0482,TEC001,9.09,3,0,1.9089
OD0483,2023-05-21,CA-2023,116715,CA-2023-116715,Mastercard,CS0483,OS002,5.96,2,0,1.6688
OD0484,2023-05-12,CA-2023,1168933,CA-2023-1168933,Visa,CS0484,TEC001,159.98,2,0,57.5928
OD0485,2023-05-04,CA-2023,116946,CA-2023-116946,Visa,CS0485,OS006,29.6,2,0,14.8
OD0486,2023-05-18,CA-2023,1170039,CA-2023-1170039,Visa,CS0486,FUR001,514.165,5,0.15,-30.245
OD0487,2023-05-24,CA-2023,117009,CA-2023-117009,Visa,CS0487,TEC004,279.96,5,0.2,17.4975
OD0488,2023-05-21,CA-2023,1170997,CA-2023-1170997,Visa,CS0488,TEC004,2735.952,6,0.2,341.994
OD0489,2023-05-14,CA-2023,1171347,CA-2023-1171347,Visa,CS0489,TEC004,7.992,1,0.2,0.5994
OD0490,2023-05-20,CA-2023,1171363,CA-2023-1171363,Visa,CS0490,TEC001,63.984,2,0.2,10.3974
OD0491,2023-05-21,CA-2023,1171790,CA-2023-1171790,Mastercard,CS0491,OS002,70.368,2,0.2,6.1572
OD0492,2023-05-11,CA-2023,1173929,CA-2023-1173929,Mastercard,CS0492,OS008,449.15,5,0,8.983
OD0493,2023-05-22,CA-2023,117394,CA-2023-117394,Visa,CS0493,OS004,11.07,3,0,5.0922
OD0494,2023-05-19,CA-2023,1174035,CA-2023-1174035,Visa,CS0494,TEC001,93.98,2,0,13.1572
OD0495,2023-05-07,CA-2023,1175362,CA-2023-1175362,Visa,CS0495,FUR004,189.882,3,0.4,-94.941
OD0496,2023-05-06,CA-2023,1175526,CA-2023-1175526,Mastercard,CS0496,OS004,105.42,2,0,51.6558
OD0497,2023-05-23,CA-2023,117632,CA-2023-117632,Mastercard,CS0497,OS003,119.616,8,0.2,40.3704
OD0498,2023-05-16,CA-2023,1178928,CA-2023-1178928,Visa,CS0498,FUR003,255.76,4,0,81.8432
OD0499,2023-05-06,CA-2023,117947,CA-2023-117947,Mastercard,CS0499,FUR002,241.568,2,0.2,18.1176
OD0500,2023-05-04,CA-2023,117947,CA-2023-117947,Mastercard,CS0500,FUR003,69.3,9,0,22.869
OD0501,2023-05-20,CA-2023,118003,CA-2023-118003,Mastercard,CS0501,OS003,22.62,2,0.7,-15.08
OD0502,2023-05-24,CA-2023,1180581,CA-2023-1180581,Mastercard,CS0502,OS003,14.952,2,0.7,-11.9616
OD0503,2023-05-10,CA-2023,1181711,CA-2023-1181711,Visa,CS0503,FUR002,801.568,2,0.2,50.098
OD0504,2023-05-24,CA-2023,1181872,CA-2023-1181872,Visa,CS0504,OS003,2.376,3,0.7,-1.9008
OD0505,2023-05-27,CA-2023,118213,CA-2023-118213,Visa,CS0505,OS007,32.792,1,0.2,11.8871
OD0506,2023-05-24,CA-2023,1182292,CA-2023-1182292,Mastercard,CS0506,OS003,15.92,5,0.2,5.373
OD0507,2023-05-11,CA-2023,11827,CA-2023-11827,Visa,CS0507,OS002,2.74,1,0,0.7398
OD0508,2023-05-24,CA-2023,1184100,CA-2023-1184100,Visa,CS0508,OS002,8.34,3,0,2.1684
OD0509,2023-05-14,CA-2023,118521,CA-2023-118521,Visa,CS0509,OS008,46.74,3,0,11.685
OD0510,2023-05-20,CA-2023,118773,CA-2023-118773,Mastercard,CS0510,OS003,6354.95,5,0,3177.475
OD0511,2023-05-17,CA-2023,1189759,CA-2023-1189759,Mastercard,CS0511,FUR003,126.3,3,0,40.416
OD0512,2023-05-16,CA-2023,1190798,CA-2023-1190798,Visa,CS0512,TEC001,38.04,2,0,12.1728
OD0513,2023-05-10,CA-2023,1191085,CA-2023-1191085,Mastercard,CS0513,OS002,7.152,3,0.2,0.7152
OD0514,2023-05-15,CA-2023,1191233,CA-2023-1191233,Mastercard,CS0514,OS002,6.63,3,0,1.7901
OD0515,2023-05-26,CA-2023,1191610,CA-2023-1191610,Mastercard,CS0515,OS002,5.88,2,0,1.7052
OD0516,2023-05-27,CA-2023,1191653,CA-2023-1191653,Mastercard,CS0516,TEC002,2999.95,5,0,1379.977
OD0517,2023-05-02,CA-2023,1193617,CA-2023-1193617,Visa,CS0517,OS008,51.45,3,0,13.8915
OD0518,2023-05-01,CA-2023,119494,CA-2023-119494,Mastercard,CS0518,OS007,11.96,2,0,5.382
OD0519,2023-05-02,CA-2023,1195298,CA-2023-1195298,Mastercard,CS0519,OS008,1126.02,3,0,56.301
OD0520,2023-05-09,CA-2023,119746,CA-2023-119746,Mastercard,CS0520,TEC001,18.392,1,0.2,5.2877
OD0521,2023-05-14,CA-2023,1200436,CA-2023-1200436,Visa,CS0521,OS008,129.568,2,0.2,-25.9136
OD0522,2023-05-21,CA-2023,1200472,CA-2023-1200472,Mastercard,CS0522,OS003,14.112,9,0.8,-21.168
OD0523,2023-05-15,CA-2023,1201212,CA-2023-1201212,Mastercard,CS0523,FUR004,210.98,2,0,21.098
OD0524,2023-05-15,CA-2023,1201467,CA-2023-1201467,Visa,CS0524,TEC004,55.176,3,0.2,-12.4146
OD0525,2023-05-19,CA-2023,1202600,CA-2023-1202600,Visa,CS0525,TEC001,66.26,2,0,27.1666
OD0526,2023-05-12,CA-2023,1203582,CA-2023-1203582,Visa,CS0526,OS005,22.2,5,0,10.434
OD0527,2023-05-09,CA-2023,120404,CA-2023-120404,Mastercard,CS0527,FUR002,683.952,3,0.2,42.747
OD0528,2023-05-20,CA-2023,1204448,CA-2023-1204448,Visa,CS0528,FUR003,45.696,3,0.2,5.1408
OD0529,2023-05-02,CA-2023,1204501,CA-2023-1204501,Visa,CS0529,OS008,36.336,3,0.2,-7.2672
OD0530,2023-05-23,CA-2023,1204656,CA-2023-1204656,Visa,CS0530,OS009,666.248,1,0.2,-149.9058
OD0531,2023-05-11,CA-2023,1205113,CA-2023-1205113,Mastercard,CS0531,OS004,52.512,6,0.2,19.692
OD0532,2023-05-21,CA-2023,1205901,CA-2023-1205901,Mastercard,CS0532,FUR002,190.72,1,0.2,11.92
OD0533,2023-05-08,CA-2023,1208228,CA-2023-1208228,Visa,CS0533,FUR003,47.94,3,0,2.397
OD0534,2023-05-27,CA-2023,1209088,CA-2023-1209088,Visa,CS0534,TEC004,979.95,5,0,274.386
OD0535,2023-05-26,CA-2023,1209109,CA-2023-1209109,Mastercard,CS0535,OS003,22.75,5,0,11.375
OD0536,2023-05-03,CA-2023,121048,CA-2023-121048,Visa,CS0536,OS008,16.768,2,0.2,1.4672
OD0537,2023-05-17,CA-2023,121160,CA-2023-121160,Visa,CS0537,OS003,42.616,7,0.8,-68.1856
OD0538,2023-05-04,CA-2023,1212621,CA-2023-1212621,Visa,CS0538,OS003,10.752,4,0.2,3.36
OD0539,2023-05-05,CA-2023,121300,CA-2023-121300,Mastercard,CS0539,OS001,152.94,3,0,41.2938
OD0540,2023-05-23,CA-2023,1213825,CA-2023-1213825,Mastercard,CS0540,FUR002,283.92,4,0,70.98
OD0541,2023-05-01,CA-2023,1215236,CA-2023-1215236,Visa,CS0541,TEC001,468.9,6,0,206.316
OD0542,2023-05-07,CA-2023,1215700,CA-2023-1215700,Mastercard,CS0437,TEC004,380.864,8,0.2,38.0864
OD0543,2023-05-20,CA-2023,1218238,CA-2023-1218238,Visa,CS0136,OS008,646.776,9,0.2,-145.5246
OD0544,2023-05-03,CA-2023,12189,CA-2023-12189,Visa,CS0004,FUR004,957.5775,5,0.45,-383.031
OD0545,2023-05-19,CA-2023,1219578,CA-2023-1219578,Visa,CS0004,FUR004,957.5775,5,0.45,-383.031
OD0546,2023-05-19,CA-2023,1221517,CA-2023-1221517,E-wallet,CS0005,OS008,22.368,2,0.2,2.5164
OD0547,2023-05-23,CA-2023,122280,CA-2023-122280,Visa,CS0005,OS008,22.368,2,0.2,2.5164
OD0548,2023-05-05,CA-2023,1224286,CA-2023-1224286,Mastercard,CS0005,OS008,22.368,2,0.2,2.5164
OD0549,2023-05-16,CA-2023,1224456,CA-2023-1224456,Mastercard,CS0012,TEC004,911.424,4,0.2,68.3568
OD0550,2023-05-03,CA-2023,122700,CA-2023-122700,Mastercard,CS0012,TEC004,911.424,4,0.2,68.3568
OD0551,2023-05-08,CA-2023,122735,CA-2023-122735,Mastercard,CS0013,OS007,15.552,3,0.2,5.4432
OD0552,2023-05-07,CA-2023,122770,CA-2023-122770,Visa,CS0013,OS007,15.552,3,0.2,5.4432
OD0553,2023-05-16,CA-2023,1227946,CA-2023-1227946,Visa,CS0018,OS008,55.5,2,0,9.99
OD0554,2023-05-20,CA-2023,1229121,CA-2023-1229121,Visa,CS0018,OS008,55.5,2,0,9.99
OD0555,2023-05-18,CA-2023,1229472,CA-2023-1229472,Visa,CS0018,OS008,55.5,2,0,9.99
OD0556,2023-05-03,CA-2023,122987,CA-2023-122987,Mastercard,CS0019,OS002,8.56,2,0,2.4824
OD0557,2023-05-21,CA-2023,123001,CA-2023-123001,Visa,CS0019,OS002,8.56,2,0,2.4824
OD0558,2023-05-11,CA-2023,12303,CA-2023-12303,Visa,CS0019,OS002,8.56,2,0,2.4824
OD0559,2023-05-02,CA-2023,123049,CA-2023-123049,Mastercard,CS0024,FUR002,71.372,2,0.3,-1.0196
OD0560,2023-05-02,CA-2023,123077,CA-2023-123077,Visa,CS0024,FUR002,71.372,2,0.3,-1.0196
OD0561,2023-05-08,CA-2023,123246,CA-2023-123246,Mastercard,CS0025,FUR004,1044.63,3,0,240.2649
OD0562,2023-05-08,CA-2023,123491,CA-2023-123491,Mastercard,CS0025,FUR004,1044.63,3,0,240.2649
OD0563,2023-05-16,CA-2023,123624,CA-2023-123624,Mastercard,CS0028,FUR001,3083.43,7,0.5,-1665.0522
OD0564,2023-05-13,CA-2023,1236909,CA-2023-1236909,Visa,CS0028,FUR001,3083.43,7,0.5,-1665.0522
OD0565,2023-05-22,CA-2023,1238255,CA-2023-1238255,Visa,CS0028,FUR001,3083.43,7,0.5,-1665.0522
OD0566,2023-05-14,CA-2023,1238520,CA-2023-1238520,Mastercard,CS0029,OS003,9.618,2,0.7,-7.0532
OD0567,2023-05-26,CA-2023,1239703,CA-2023-1239703,Visa,CS0029,OS003,9.618,2,0.7,-7.0532
OD0568,2023-05-05,CA-2023,124311,CA-2023-124311,Visa,CS0029,OS003,9.618,2,0.7,-7.0532
OD0569,2023-05-01,CA-2023,1244274,CA-2023-1244274,Visa,CS0030,FUR003,124.2,3,0.2,15.525
OD0570,2023-05-13,CA-2023,1244623,CA-2023-1244623,Visa,CS0030,FUR003,124.2,3,0.2,15.525
OD0571,2023-05-03,CA-2023,1245009,CA-2023-1245009,Visa,CS0031,OS004,3.264,2,0.2,1.1016
OD0572,2023-05-15,CA-2023,1247656,CA-2023-1247656,Visa,CS0031,OS004,3.264,2,0.2,1.1016
OD0573,2023-05-22,CA-2023,1250111,CA-2023-1250111,Visa,CS0031,OS004,3.264,2,0.2,1.1016
OD0574,2023-05-01,CA-2023,125037,CA-2023-125037,Mastercard,CS0033,OS003,6.858,6,0.7,-5.715
OD0575,2023-05-01,CA-2023,1251714,CA-2023-1251714,Visa,CS0033,OS003,6.858,6,0.7,-5.715
OD0576,2023-05-16,CA-2023,1252131,CA-2023-1252131,Mastercard,CS0034,OS002,15.76,2,0.2,3.546
OD0577,2023-05-27,CA-2023,1252290,CA-2023-1252290,Visa,CS0034,OS002,15.76,2,0.2,3.546
OD0578,2023-05-16,CA-2023,125269,CA-2023-125269,Visa,CS0034,OS002,15.76,2,0.2,3.546
OD0579,2023-05-26,CA-2023,1252774,CA-2023-1252774,Mastercard,CS0035,OS007,29.472,3,0.2,9.9468
OD0580,2023-05-16,CA-2023,125312,CA-2023-125312,Visa,CS0035,OS007,29.472,3,0.2,9.9468
OD0581,2023-05-23,CA-2023,1253334,CA-2023-1253334,Mastercard,CS0037,FUR003,190.92,5,0.6,-147.963
OD0582,2023-05-26,CA-2023,125362,CA-2023-125362,Mastercard,CS0037,FUR003,190.92,5,0.6,-147.963
OD0583,2023-05-23,CA-2023,125451,CA-2023-125451,Visa,CS0038,OS004,113.328,9,0.2,35.415
OD0584,2023-05-09,CA-2023,1256097,CA-2023-1256097,Visa,CS0038,OS004,113.328,9,0.2,35.415
OD0585,2023-05-15,CA-2023,1258449,CA-2023-1258449,Mastercard,CS0038,OS004,113.328,9,0.2,35.415
OD0586,2023-05-13,CA-2023,125990,CA-2023-125990,Mastercard,CS0043,OS008,77.88,2,0,3.894
OD0587,2023-05-28,CA-2023,126067,CA-2023-126067,Visa,CS0043,OS008,77.88,2,0,3.894
OD0588,2023-05-27,CA-2023,1262596,CA-2023-1262596,Visa,CS0045,TEC001,45.98,2,0,19.7714
OD0589,2023-05-08,CA-2023,1263179,CA-2023-1263179,Mastercard,CS0045,TEC001,45.98,2,0,19.7714
OD0590,2023-05-14,CA-2023,126354,CA-2023-126354,Mastercard,CS0048,TEC001,45,3,0,4.95
OD0591,2023-05-24,CA-2023,1265376,CA-2023-1265376,Visa,CS0048,TEC001,45,3,0,4.95
OD0592,2023-05-01,CA-2023,1265937,CA-2023-1265937,Visa,CS0049,TEC004,21.8,2,0,6.104
OD0593,2023-05-24,CA-2023,1265990,CA-2023-1265990,Visa,CS0049,TEC004,21.8,2,0,6.104
OD0594,2023-05-28,CA-2023,1267794,CA-2023-1267794,Visa,CS0049,TEC004,21.8,2,0,6.104
OD0595,2023-05-11,CA-2023,1270164,CA-2023-1270164,E-wallet,CS0050,OS003,38.22,6,0,17.9634
OD0596,2023-05-01,CA-2023,127096,CA-2023-127096,Visa,CS0050,OS003,38.22,6,0,17.9634
OD0597,2023-05-18,CA-2023,127211,CA-2023-127211,Visa,CS0051,OS006,75.18,6,0,35.3346
OD0598,2023-05-08,CA-2023,1272512,CA-2023-1272512,Mastercard,CS0051,OS006,75.18,6,0,35.3346
OD0599,2023-05-16,CA-2023,1274117,CA-2023-1274117,Visa,CS0053,FUR002,89.99,1,0,17.0981
OD0600,2023-05-21,CA-2023,127516,CA-2023-127516,Visa,CS0053,FUR002,89.99,1,0,17.0981
OD0601,2023-05-10,CA-2023,1276169,CA-2023-1276169,Visa,CS0053,FUR002,89.99,1,0,17.0981
OD0602,2023-05-10,CA-2023,1276619,CA-2023-1276619,Visa,CS0054,OS005,15.26,7,0,6.2566
OD0603,2023-05-15,CA-2023,127782,CA-2023-127782,Visa,CS0054,OS005,15.26,7,0,6.2566
OD0604,2023-05-09,CA-2023,1277914,CA-2023-1277914,Visa,CS0056,OS008,208.56,6,0,52.14
OD0605,2023-05-21,CA-2023,1279314,CA-2023-1279314,Visa,CS0056,OS008,208.56,6,0,52.14
OD0606,2023-05-02,CA-2023,1280130,CA-2023-1280130,Visa,CS0056,OS008,208.56,6,0,52.14
OD0607,2023-05-07,CA-2023,1282340,CA-2023-1282340,E-wallet,CS0057,OS007,32.4,5,0,15.552
OD0608,2023-05-19,CA-2023,128370,CA-2023-128370,E-wallet,CS0057,OS007,32.4,5,0,15.552
OD0609,2023-05-05,CA-2023,1284729,CA-2023-1284729,Visa,CS0057,OS007,32.4,5,0,15.552
OD0610,2023-05-08,CA-2023,1286301,CA-2023-1286301,Mastercard,CS0060,TEC001,30,2,0,3.3
OD0611,2023-05-10,CA-2023,1287451,CA-2023-1287451,Mastercard,CS0060,TEC001,30,2,0,3.3
OD0612,2023-05-27,CA-2023,128755,CA-2023-128755,Mastercard,CS0060,TEC001,30,2,0,3.3
OD0613,2023-05-02,CA-2023,1289143,CA-2023-1289143,Visa,CS0066,FUR003,79.76,4,0,22.3328
OD0614,2023-05-04,CA-2023,129021,CA-2023-129021,Visa,CS0066,FUR003,79.76,4,0,22.3328
OD0615,2023-05-08,CA-2023,1290875,CA-2023-1290875,Visa,CS0066,FUR003,79.76,4,0,22.3328
OD0616,2023-05-08,CA-2023,1291628,CA-2023-1291628,Visa,CS0067,FUR002,213.115,5,0.3,-15.2225
OD0617,2023-05-12,CA-2023,1291706,CA-2023-1291706,Visa,CS0067,FUR002,213.115,5,0.3,-15.2225
OD0618,2023-05-02,CA-2023,1292943,CA-2023-1292943,Visa,CS0067,FUR002,213.115,5,0.3,-15.2225
OD0619,2023-05-15,CA-2023,1294447,CA-2023-1294447,Visa,CS0068,OS002,1113.024,8,0.2,111.3024
OD0620,2023-05-03,CA-2023,1295221,CA-2023-1295221,Mastercard,CS0068,OS002,1113.024,8,0.2,111.3024
OD0621,2023-05-22,CA-2023,1297383,CA-2023-1297383,Mastercard,CS0068,OS002,1113.024,8,0.2,111.3024
OD0622,2023-05-10,CA-2023,1299480,CA-2023-1299480,Mastercard,CS0070,OS007,75.88,2,0,35.6636
OD0623,2023-05-18,CA-2023,1300409,CA-2023-1300409,E-wallet,CS0070,OS007,75.88,2,0,35.6636
OD0624,2023-05-28,CA-2023,1301227,CA-2023-1301227,Visa,CS0070,OS007,75.88,2,0,35.6636
OD0625,2023-05-23,CA-2023,130270,CA-2023-130270,Mastercard,CS0072,OS007,19.05,3,0,8.763
OD0626,2023-05-04,CA-2023,1304093,CA-2023-1304093,Visa,CS0072,OS007,19.05,3,0,8.763
OD0627,2023-05-27,CA-2023,1305905,CA-2023-1305905,Visa,CS0072,OS007,19.05,3,0,8.763
OD0628,2023-05-19,CA-2023,130715,CA-2023-130715,Mastercard,CS0074,FUR003,97.04,2,0.2,1.213
OD0629,2023-05-04,CA-2023,1308647,CA-2023-1308647,E-wallet,CS0074,FUR003,97.04,2,0.2,1.213
OD0630,2023-05-02,CA-2023,1308754,CA-2023-1308754,Mastercard,CS0074,FUR003,97.04,2,0.2,1.213
OD0631,2023-05-25,CA-2023,1309262,CA-2023-1309262,Mastercard,CS0075,OS008,72.784,1,0.2,-18.196
OD0632,2023-05-24,CA-2023,1310673,CA-2023-1310673,Mastercard,CS0075,OS008,72.784,1,0.2,-18.196
OD0633,2023-05-25,CA-2023,1312197,CA-2023-1312197,Mastercard,CS0079,FUR003,19.3,5,0.6,-14.475
OD0634,2023-05-18,CA-2023,131282,CA-2023-131282,Mastercard,CS0079,FUR003,19.3,5,0.6,-14.475
OD0635,2023-05-25,CA-2023,1315521,CA-2023-1315521,Visa,CS0079,FUR003,19.3,5,0.6,-14.475
OD0636,2023-05-24,CA-2023,1316653,CA-2023-1316653,Mastercard,CS0080,OS001,208.16,1,0,56.2032
OD0637,2023-05-06,CA-2023,1316963,CA-2023-1316963,Visa,CS0080,OS001,208.16,1,0,56.2032
OD0638,2023-05-20,CA-2023,1317349,CA-2023-1317349,Visa,CS0083,OS008,21.39,1,0,6.2031
OD0639,2023-05-05,CA-2023,1317449,CA-2023-1317449,Mastercard,CS0083,OS008,21.39,1,0,6.2031
OD0640,2023-05-20,CA-2023,131828,CA-2023-131828,Visa,CS0084,OS004,200.984,7,0.2,62.8075
OD0641,2023-05-23,CA-2023,131872,CA-2023-131872,Mastercard,CS0084,OS004,200.984,7,0.2,62.8075
OD0642,2023-05-25,CA-2023,1320376,CA-2023-1320376,Mastercard,CS0084,OS004,200.984,7,0.2,62.8075
OD0643,2023-05-28,CA-2023,1320669,CA-2023-1320669,Visa,CS0085,OS008,230.376,3,0.2,-48.9549
OD0644,2023-05-09,CA-2023,1320762,CA-2023-1320762,Visa,CS0085,OS008,230.376,3,0.2,-48.9549
OD0645,2023-05-04,CA-2023,132199,CA-2023-132199,Mastercard,CS0086,FUR002,301.96,2,0,33.2156
OD0646,2023-05-08,CA-2023,132199,CA-2023-132199,Visa,CS0086,FUR002,301.96,2,0,33.2156
OD0647,2023-05-07,CA-2023,1322825,CA-2023-1322825,Mastercard,CS0086,FUR002,301.96,2,0,33.2156
OD0648,2023-05-26,CA-2023,1323183,CA-2023-1323183,Mastercard,CS0087,TEC001,19.99,1,0,6.7966
OD0649,2023-05-11,CA-2023,132566,CA-2023-132566,E-wallet,CS0087,TEC001,19.99,1,0,6.7966
OD0650,2023-05-10,CA-2023,1326535,CA-2023-1326535,Mastercard,CS0087,TEC001,19.99,1,0,6.7966
OD0651,2023-05-01,CA-2023,132753,CA-2023-132753,Mastercard,CS0092,OS007,6.48,1,0,3.1104
OD0652,2023-05-28,CA-2023,1328259,CA-2023-1328259,Mastercard,CS0092,OS007,6.48,1,0,3.1104
OD0653,2023-05-06,CA-2023,1328358,CA-2023-1328358,Mastercard,CS0092,OS007,6.48,1,0,3.1104
OD0654,2023-05-09,CA-2023,1328397,CA-2023-1328397,Visa,CS0093,OS007,12.96,2,0,6.2208
OD0655,2023-05-26,CA-2023,1330040,CA-2023-1330040,Mastercard,CS0093,OS007,12.96,2,0,6.2208
OD0656,2023-05-22,CA-2023,1332131,CA-2023-1332131,Visa,CS0093,OS007,12.96,2,0,6.2208
OD0657,2023-05-05,CA-2023,1332393,CA-2023-1332393,Mastercard,CS0096,OS003,5.682,1,0.7,-3.788
OD0658,2023-05-01,CA-2023,1333620,CA-2023-1333620,Mastercard,CS0096,OS003,5.682,1,0.7,-3.788
OD0659,2023-05-01,CA-2023,133635,CA-2023-133635,Mastercard,CS0097,FUR003,96.53,7,0,40.5426
OD0660,2023-05-19,CA-2023,1336526,CA-2023-1336526,Mastercard,CS0097,FUR003,96.53,7,0,40.5426
OD0661,2023-05-06,CA-2023,1336688,CA-2023-1336688,E-wallet,CS0099,OS001,77.88,6,0,22.5852
OD0662,2023-05-02,CA-2023,1337490,CA-2023-1337490,Visa,CS0099,OS001,77.88,6,0,22.5852
OD0663,2023-05-14,CA-2023,1339556,CA-2023-1339556,Mastercard,CS0100,OS007,64.624,7,0.2,22.6184
OD0664,2023-05-06,CA-2023,134194,CA-2023-134194,Mastercard,CS0100,OS007,64.624,7,0.2,22.6184
OD0665,2023-05-05,CA-2023,1343423,CA-2023-1343423,Visa,CS0108,TEC004,27.992,1,0.2,2.0994
OD0666,2023-05-27,CA-2023,1345051,CA-2023-1345051,Mastercard,CS0108,TEC004,27.992,1,0.2,2.0994
OD0667,2023-05-18,CA-2023,1346159,CA-2023-1346159,Visa,CS0108,TEC004,27.992,1,0.2,2.0994
OD0668,2023-05-25,CA-2023,1346618,CA-2023-1346618,Mastercard,CS0109,OS002,3.304,1,0.2,1.0738
OD0669,2023-05-01,CA-2023,1347241,CA-2023-1347241,Visa,CS0109,OS002,3.304,1,0.2,1.0738
OD0670,2023-05-14,CA-2023,1350343,CA-2023-1350343,Visa,CS0109,OS002,3.304,1,0.2,1.0738
OD0671,2023-05-28,CA-2023,135122,CA-2023-135122,Visa,CS0111,FUR003,41.96,2,0,10.9096
OD0672,2023-05-01,CA-2023,135167,CA-2023-135167,E-wallet,CS0111,FUR003,41.96,2,0,10.9096
OD0673,2023-05-16,CA-2023,1351968,CA-2023-1351968,Mastercard,CS0112,OS002,75.96,2,0,22.788
OD0674,2023-05-17,CA-2023,1352745,CA-2023-1352745,Mastercard,CS0112,OS002,75.96,2,0,22.788
OD0675,2023-05-25,CA-2023,135279,CA-2023-135279,Visa,CS0112,OS002,75.96,2,0,22.788
OD0676,2023-05-23,CA-2023,1352935,CA-2023-1352935,Mastercard,CS0114,OS005,40.096,14,0.2,14.5348
OD0677,2023-05-19,CA-2023,1353991,CA-2023-1353991,Visa,CS0114,OS005,40.096,14,0.2,14.5348
OD0678,2023-05-22,CA-2023,1354018,CA-2023-1354018,Visa,CS0115,OS004,4.72,2,0.2,1.652
OD0679,2023-05-10,CA-2023,1354128,CA-2023-1354128,Mastercard,CS0115,OS004,4.72,2,0.2,1.652
OD0680,2023-05-07,CA-2023,1355322,CA-2023-1355322,Mastercard,CS0115,OS004,4.72,2,0.2,1.652
OD0681,2023-05-03,CA-2023,135692,CA-2023-135692,Mastercard,CS0117,OS004,130.464,6,0.2,44.0316
OD0682,2023-05-12,CA-2023,1357801,CA-2023-1357801,Visa,CS0117,OS004,130.464,6,0.2,44.0316
OD0683,2023-05-16,CA-2023,1358726,CA-2023-1358726,Visa,CS0117,OS004,130.464,6,0.2,44.0316
OD0684,2023-05-12,CA-2023,1361184,CA-2023-1361184,Mastercard,CS0118,FUR004,787.53,3,0,165.3813
OD0685,2023-05-04,CA-2023,1361215,CA-2023-1361215,Mastercard,CS0118,FUR004,787.53,3,0,165.3813
OD0686,2023-05-04,CA-2023,13614,CA-2023-13614,Mastercard,CS0118,FUR004,787.53,3,0,165.3813
OD0687,2023-05-25,CA-2023,1362829,CA-2023-1362829,Mastercard,CS0119,OS003,157.794,1,0.7,-115.7156
OD0688,2023-05-03,CA-2023,1362881,CA-2023-1362881,Mastercard,CS0119,OS003,157.794,1,0.7,-115.7156
OD0689,2023-05-03,CA-2023,136511,CA-2023-136511,Mastercard,CS0119,OS003,157.794,1,0.7,-115.7156
OD0690,2023-05-25,CA-2023,1366078,CA-2023-1366078,Visa,CS0120,FUR003,47.04,3,0,18.3456
OD0691,2023-05-06,CA-2023,13664,CA-2023-13664,Mastercard,CS0120,FUR003,47.04,3,0,18.3456
OD0692,2023-05-22,CA-2023,1366436,CA-2023-1366436,Mastercard,CS0121,OS003,30.84,4,0,13.878
OD0693,2023-05-21,CA-2023,1367532,CA-2023-1367532,Mastercard,CS0121,OS003,30.84,4,0,13.878
OD0694,2023-05-09,CA-2023,1367551,CA-2023-1367551,Visa,CS0121,OS003,30.84,4,0,13.878
